instant;date;time;hr;weekdays;month;cnt;t1;t2;hum;wind_speed;weather_code;is_holiday;is_weekend;season
8748;05.01.2016;08:00:00;08;Dienstag;01;3725;8;7;90;7;2;0;0;3
8749;05.01.2016;09:00:00;09;Dienstag;01;1719;8.5;7.5;87;6.5;2;0;0;3
8750;05.01.2016;10:00:00;10;Dienstag;01;700;10;10;82;5;2;0;0;3
8751;05.01.2016;11:00:00;11;Dienstag;01;645;10;9;82;9;2;0;0;3
8752;05.01.2016;12:00:00;12;Dienstag;01;828;10.5;10;79.5;11;2;0;0;3
8753;05.01.2016;13:00:00;13;Dienstag;01;896;10.5;9.5;79.5;10;2;0;0;3
8754;05.01.2016;14:00:00;14;Dienstag;01;820;10;9.5;82;7.5;2;0;0;3
8755;05.01.2016;15:00:00;15;Dienstag;01;846;10;9.5;82;5.5;2;0;0;3
8756;05.01.2016;16:00:00;16;Dienstag;01;1315;9.5;8.5;84.5;6.5;2;0;0;3
8757;05.01.2016;17:00:00;17;Dienstag;01;2956;9;8;87;7;3;0;0;3
8758;05.01.2016;18:00:00;18;Dienstag;01;2561;9.5;9;84.5;6;7;0;0;3
8759;05.01.2016;19:00:00;19;Dienstag;01;1367;9;8;87;8;2;0;0;3
8760;05.01.2016;20:00:00;20;Dienstag;01;705;8.5;7.5;90;8;3;0;0;3
8761;05.01.2016;21:00:00;21;Dienstag;01;488;8;7;90;7;4;0;0;3
8762;05.01.2016;22:00:00;22;Dienstag;01;383;7.5;6.5;90;6.5;3;0;0;3
8763;05.01.2016;23:00:00;23;Dienstag;01;208;6;5;93;5.5;2;0;0;3
8764;06.01.2016;00:00:00;00;Mittwoch;01;99;6;5.5;93;3;4;0;0;3
8765;06.01.2016;01:00:00;01;Mittwoch;01;90;7;6;87;7;4;0;0;3
8766;06.01.2016;02:00:00;02;Mittwoch;01;36;6.5;5;90;7.5;1;0;0;3
8767;06.01.2016;03:00:00;03;Mittwoch;01;29;6.5;6;93;5;7;0;0;3
8768;06.01.2016;04:00:00;04;Mittwoch;01;17;6.5;5.5;96.5;5.5;26;0;0;3
8769;06.01.2016;05:00:00;05;Mittwoch;01;85;6;5;100;5.5;26;0;0;3
8770;06.01.2016;06:00:00;06;Mittwoch;01;499;7;7;93;4;7;0;0;3
8771;06.01.2016;07:00:00;07;Mittwoch;01;1769;7;6.5;93;5;3;0;0;3
8772;06.01.2016;08:00:00;08;Mittwoch;01;3796;7;6.5;93;3;3;0;0;3
8773;06.01.2016;09:00:00;09;Mittwoch;01;1849;7;5.5;93;9;3;0;0;3
8774;06.01.2016;10:00:00;10;Mittwoch;01;696;7;5;93;10;3;0;0;3
8775;06.01.2016;11:00:00;11;Mittwoch;01;568;7;5.5;93;8.5;3;0;0;3
8776;06.01.2016;12:00:00;12;Mittwoch;01;773;8;7;87;6.5;4;0;0;3
8777;06.01.2016;13:00:00;13;Mittwoch;01;867;8;7;87;6.5;3;0;0;3
8778;06.01.2016;14:00:00;14;Mittwoch;01;809;8;7;87;6;3;0;0;3
8779;06.01.2016;15:00:00;15;Mittwoch;01;782;8;7.5;87;5;3;0;0;3
8780;06.01.2016;16:00:00;16;Mittwoch;01;1204;8;7;84.5;6.5;3;0;0;3
8781;06.01.2016;17:00:00;17;Mittwoch;01;2853;8;7;82;6;3;0;0;3
8782;06.01.2016;18:00:00;18;Mittwoch;01;2686;8;7;82;6.5;3;0;0;3
8783;06.01.2016;19:00:00;19;Mittwoch;01;1505;7;6;90;7;2;0;0;3
8784;06.01.2016;20:00:00;20;Mittwoch;01;834;7;6;87;6.5;2;0;0;3
8785;06.01.2016;21:00:00;21;Mittwoch;01;548;6;4.5;93;6.5;2;0;0;3
8786;06.01.2016;22:00:00;22;Mittwoch;01;393;6;4;93;9;2;0;0;3
8787;06.01.2016;23:00:00;23;Mittwoch;01;251;6.5;4;90;12;2;0;0;3
8788;07.01.2016;00:00:00;00;Donnerstag;01;111;7;4;87;15;2;0;0;3
8789;07.01.2016;01:00:00;01;Donnerstag;01;79;8;5.5;87;14;3;0;0;3
8790;07.01.2016;02:00:00;02;Donnerstag;01;33;9;6;82;17;7;0;0;3
8791;07.01.2016;03:00:00;03;Donnerstag;01;35;9;6;82;19.5;7;0;0;3
8792;07.01.2016;04:00:00;04;Donnerstag;01;33;9;5.5;76;24;7;0;0;3
8793;07.01.2016;05:00:00;05;Donnerstag;01;43;8;5;87;22;7;0;0;3
8794;07.01.2016;06:00:00;06;Donnerstag;01;232;8;4.5;87;20.5;7;0;0;3
8795;07.01.2016;07:00:00;07;Donnerstag;01;836;8.5;6;90;15;7;0;0;3
8796;07.01.2016;08:00:00;08;Donnerstag;01;2529;9;7.5;87;10.5;7;0;0;3
8797;07.01.2016;09:00:00;09;Donnerstag;01;1445;10;8.5;91;9;7;0;0;3
8798;07.01.2016;10:00:00;10;Donnerstag;01;490;11;11;88;19.5;7;0;0;3
8799;07.01.2016;11:00:00;11;Donnerstag;01;228;10;6.5;88;28.5;10;0;0;3
8800;07.01.2016;12:00:00;12;Donnerstag;01;415;8;3;82;44;3;0;0;3
8801;07.01.2016;13:00:00;13;Donnerstag;01;655;8.5;3.5;69;47;3;0;0;3
8802;07.01.2016;14:00:00;14;Donnerstag;01;685;8.5;3.5;62;43;2;0;0;3
8803;07.01.2016;15:00:00;15;Donnerstag;01;838;8;3.5;62;37;2;0;0;3
8804;07.01.2016;16:00:00;16;Donnerstag;01;1186;8;4;59.5;29.5;2;0;0;3
8805;07.01.2016;17:00:00;17;Donnerstag;01;2668;7.5;3.5;59;29.5;2;0;0;3
8806;07.01.2016;18:00:00;18;Donnerstag;01;2467;7;3;61;28;2;0;0;3
8807;07.01.2016;19:00:00;19;Donnerstag;01;1280;7;3;61;24;1;0;0;3
8808;07.01.2016;20:00:00;20;Donnerstag;01;713;6;2;66;25;1;0;0;3
8809;07.01.2016;21:00:00;21;Donnerstag;01;507;6;2;66;26;1;0;0;3
8810;07.01.2016;22:00:00;22;Donnerstag;01;363;5;2;70;16;1;0;0;3
8811;07.01.2016;23:00:00;23;Donnerstag;01;212;5;1.5;76;18;1;0;0;3
8812;08.01.2016;00:00:00;00;Freitag;01;120;5;1.5;76;18;1;0;0;3
8813;08.01.2016;01:00:00;01;Freitag;01;82;5;2;76;15;1;0;0;3
8814;08.01.2016;02:00:00;02;Freitag;01;67;5;2;76;12;1;0;0;3
8815;08.01.2016;03:00:00;03;Freitag;01;37;4;2;81;9;1;0;0;3
8816;08.01.2016;04:00:00;04;Freitag;01;31;5;2.5;76;10;1;0;0;3
8817;08.01.2016;05:00:00;05;Freitag;01;88;5;3;76;8;1;0;0;3
8818;08.01.2016;06:00:00;06;Freitag;01;479;5;4.5;78.5;5;1;0;0;3
8819;08.01.2016;07:00:00;07;Freitag;01;1702;6;4;78.5;10;2;0;0;3
8820;08.01.2016;08:00:00;08;Freitag;01;3545;7;5;76;12;2;0;0;3
8821;08.01.2016;09:00:00;09;Freitag;01;1759;7.5;4.5;78.5;15;2;0;0;3
8822;08.01.2016;10:00:00;10;Freitag;01;690;8.5;6;73.5;14;3;0;0;3
8823;08.01.2016;11:00:00;11;Freitag;01;571;9.5;6.5;69;18.5;2;0;0;3
8824;08.01.2016;12:00:00;12;Freitag;01;822;10;7;67;21;2;0;0;3
8825;08.01.2016;13:00:00;13;Freitag;01;873;10;8;67;17;7;0;0;3
8826;08.01.2016;14:00:00;14;Freitag;01;790;9.5;7;71.5;17;7;0;0;3
8827;08.01.2016;15:00:00;15;Freitag;01;891;9;7;79;12;2;0;0;3
8828;08.01.2016;16:00:00;16;Freitag;01;1384;8;6;82;11;2;0;0;3
8829;08.01.2016;17:00:00;17;Freitag;01;2060;8;6;84.5;12;7;0;0;3
8830;08.01.2016;18:00:00;18;Freitag;01;1895;8;6;87;11;7;0;0;3
8831;08.01.2016;19:00:00;19;Freitag;01;1041;8;6;84.5;11;3;0;0;3
8832;08.01.2016;20:00:00;20;Freitag;01;647;8;6;82;10;2;0;0;3
8833;08.01.2016;21:00:00;21;Freitag;01;411;8;6;84.5;11;2;0;0;3
8834;08.01.2016;22:00:00;22;Freitag;01;389;8.5;7;84.5;9;1;0;0;3
8835;08.01.2016;23:00:00;23;Freitag;01;388;9;6.5;82;15;2;0;0;3
8836;09.01.2016;00:00:00;00;Samstag;01;292;9;6.5;79;16;7;0;1;3
8837;09.01.2016;01:00:00;01;Samstag;01;201;9;6.5;84.5;16;7;0;1;3
8838;09.01.2016;02:00:00;02;Samstag;01;120;9;7;87;13;7;0;1;3
8839;09.01.2016;03:00:00;03;Samstag;01;119;9;6.5;82;16;7;0;1;3
8840;09.01.2016;04:00:00;04;Samstag;01;57;9;7.5;82;10;7;0;1;3
8841;09.01.2016;05:00:00;05;Samstag;01;48;9;7;84.5;12;2;0;1;3
8842;09.01.2016;06:00:00;06;Samstag;01;88;9;7.5;84.5;10;2;0;1;3
8843;09.01.2016;07:00:00;07;Samstag;01;161;9;7.5;82;11;2;0;1;3
8844;09.01.2016;08:00:00;08;Samstag;01;391;9;7;84.5;15;2;0;1;3
8845;09.01.2016;09:00:00;09;Samstag;01;618;9.5;7;82;18;2;0;1;3
8846;09.01.2016;10:00:00;10;Samstag;01;908;10;8;85;14;2;0;1;3
8847;09.01.2016;11:00:00;11;Samstag;01;1114;11;11;82;15;7;0;1;3
8848;09.01.2016;12:00:00;12;Samstag;01;1129;11;11;82;14;7;0;1;3
8849;09.01.2016;13:00:00;13;Samstag;01;1149;11;11;79.5;17.5;7;0;1;3
8850;09.01.2016;14:00:00;14;Samstag;01;1173;11;11;77;19;3;0;1;3
8851;09.01.2016;15:00:00;15;Samstag;01;1106;11;11;77;19.5;7;0;1;3
8852;09.01.2016;16:00:00;16;Samstag;01;854;11;11;77;26;7;0;1;3
8853;09.01.2016;17:00:00;17;Samstag;01;285;10.5;9;85;24;7;0;1;3
8854;09.01.2016;18:00:00;18;Samstag;01;496;11;11;77;26;7;0;1;3
8855;09.01.2016;19:00:00;19;Samstag;01;434;10.5;9;82.5;26;7;0;1;3
8856;09.01.2016;20:00:00;20;Samstag;01;333;11;11;77;23;7;0;1;3
8857;09.01.2016;21:00:00;21;Samstag;01;106;7.5;3;81.5;33.5;7;0;1;3
8858;09.01.2016;22:00:00;22;Samstag;01;211;7.5;4;78.5;21;7;0;1;3
8859;09.01.2016;23:00:00;23;Samstag;01;190;7.5;4.5;78.5;17.5;7;0;1;3
8860;10.01.2016;00:00:00;00;Sonntag;01;168;7;3.5;81;24.5;26;0;1;3
8861;10.01.2016;01:00:00;01;Sonntag;01;192;7;3;76;23;1;0;1;3
8862;10.01.2016;02:00:00;02;Sonntag;01;140;7;3.5;76;20.5;1;0;1;3
8863;10.01.2016;03:00:00;03;Sonntag;01;78;7;3;76;23;1;0;1;3
8864;10.01.2016;04:00:00;04;Sonntag;01;63;7.5;4.5;73.5;21;1;0;1;3
8865;10.01.2016;05:00:00;05;Sonntag;01;57;8;5;71;19.5;2;0;1;3
8866;10.01.2016;06:00:00;06;Sonntag;01;69;7.5;4;73.5;24;3;0;1;3
8867;10.01.2016;07:00:00;07;Sonntag;01;100;7;3.5;76;21;1;0;1;3
8868;10.01.2016;08:00:00;08;Sonntag;01;229;7;4;76;19.5;1;0;1;3
8869;10.01.2016;09:00:00;09;Sonntag;01;521;7;3;78.5;23;2;0;1;3
8870;10.01.2016;10:00:00;10;Sonntag;01;837;7;3.5;78.5;21;1;0;1;3
8871;10.01.2016;11:00:00;11;Sonntag;01;1071;8.5;5.5;71;20.5;1;0;1;3
8872;10.01.2016;12:00:00;12;Sonntag;01;1555;9;6;66;23;2;0;1;3
8873;10.01.2016;13:00:00;13;Sonntag;01;1721;8.5;5.5;71;19.5;2;0;1;3
8874;10.01.2016;14:00:00;14;Sonntag;01;1752;8;5;71;18;2;0;1;3
8875;10.01.2016;15:00:00;15;Sonntag;01;1461;8;4.5;68.5;21.5;7;0;1;3
8876;10.01.2016;16:00:00;16;Sonntag;01;1169;6.5;3.5;73.5;18;7;0;1;3
8877;10.01.2016;17:00:00;17;Sonntag;01;890;6.5;3.5;76;16;1;0;1;3
8878;10.01.2016;18:00:00;18;Sonntag;01;685;6.5;4;78.5;14;1;0;1;3
8879;10.01.2016;19:00:00;19;Sonntag;01;489;6;3;81;15;1;0;1;3
8880;10.01.2016;20:00:00;20;Sonntag;01;394;6.5;4.5;78.5;10;1;0;1;3
8881;10.01.2016;21:00:00;21;Sonntag;01;310;7;5;81;11;1;0;1;3
8882;10.01.2016;22:00:00;22;Sonntag;01;218;7;4.5;81;16.5;1;0;1;3
8883;10.01.2016;23:00:00;23;Sonntag;01;151;7;5;76;11;7;0;1;3
8884;11.01.2016;00:00:00;00;Montag;01;60;7;5;78.5;11;7;0;0;3
8885;11.01.2016;01:00:00;01;Montag;01;21;6.5;4;87;11;7;0;0;3
8886;11.01.2016;02:00:00;02;Montag;01;16;7;4;87;18;7;0;0;3
8887;11.01.2016;03:00:00;03;Montag;01;20;7;4.5;87;15;7;0;0;3
8888;11.01.2016;04:00:00;04;Montag;01;15;7.5;4;87;23.5;26;0;0;3
8889;11.01.2016;05:00:00;05;Montag;01;71;7;4;81;17.5;7;0;0;3
8890;11.01.2016;06:00:00;06;Montag;01;252;7;3.5;84;19.5;7;0;0;3
8891;11.01.2016;07:00:00;07;Montag;01;1361;7;5;87;9;7;0;0;3
8892;11.01.2016;08:00:00;08;Montag;01;3289;7;6;87;6.5;3;0;0;3
8893;11.01.2016;09:00:00;09;Montag;01;1747;8;5.5;82;16;2;0;0;3
8894;11.01.2016;10:00:00;10;Montag;01;646;7.5;4.5;81.5;19.5;3;0;0;3
8895;11.01.2016;11:00:00;11;Montag;01;558;7;4;84;17;3;0;0;3
8896;11.01.2016;12:00:00;12;Montag;01;783;7;4;81;18;2;0;0;3
8897;11.01.2016;13:00:00;13;Montag;01;849;7.5;4.5;78.5;17;3;0;0;3
8898;11.01.2016;14:00:00;14;Montag;01;764;8;5;76;18.5;3;0;0;3
8899;11.01.2016;15:00:00;15;Montag;01;726;8;5.5;76;15;3;0;0;3
8900;11.01.2016;16:00:00;16;Montag;01;1174;7;4;81;16;3;0;0;3
8901;11.01.2016;17:00:00;17;Montag;01;2771;7;4;84;18;3;0;0;3
8902;11.01.2016;18:00:00;18;Montag;01;2671;7;4;81;18.5;3;0;0;3
8903;11.01.2016;19:00:00;19;Montag;01;1479;7;3.5;78.5;21.5;3;0;0;3
8904;11.01.2016;20:00:00;20;Montag;01;835;7;4;78.5;18.5;2;0;0;3
8905;11.01.2016;21:00:00;21;Montag;01;500;6;3;87;16;2;0;0;3
8906;11.01.2016;22:00:00;22;Montag;01;310;6;3;87;18;4;0;0;3
8907;11.01.2016;23:00:00;23;Montag;01;174;6;3;81;18;4;0;0;3
8908;12.01.2016;00:00:00;00;Dienstag;01;95;5.5;2.5;84;18;3;0;0;3
8909;12.01.2016;01:00:00;01;Dienstag;01;44;5;1;87;20.5;3;0;0;3
8910;12.01.2016;02:00:00;02;Dienstag;01;40;5;1;87;20;2;0;0;3
8911;12.01.2016;03:00:00;03;Dienstag;01;30;5;1;87;21;1;0;0;3
8912;12.01.2016;04:00:00;04;Dienstag;01;39;5;0.5;84;24;2;0;0;3
8913;12.01.2016;05:00:00;05;Dienstag;01;90;5;0.5;84;24;2;0;0;3
8914;12.01.2016;06:00:00;06;Dienstag;01;610;5;0;81;28;2;0;0;3
8915;12.01.2016;07:00:00;07;Dienstag;01;1953;5;0;81;28;2;0;0;3
8916;12.01.2016;08:00:00;08;Dienstag;01;4007;5;0;81;29;2;0;0;3
8917;12.01.2016;09:00:00;09;Dienstag;01;2014;6;2;76;27;2;0;0;3
8918;12.01.2016;10:00:00;10;Dienstag;01;799;7;3;68.5;28;3;0;0;3
8919;12.01.2016;11:00:00;11;Dienstag;01;730;7;3;68.5;28;3;0;0;3
8920;12.01.2016;12:00:00;12;Dienstag;01;822;7;3;71;29.5;3;0;0;3
8921;12.01.2016;13:00:00;13;Dienstag;01;923;8;4;68.5;28.5;7;0;0;3
8922;12.01.2016;14:00:00;14;Dienstag;01;659;7.5;3;73.5;32;7;0;0;3
8923;12.01.2016;15:00:00;15;Dienstag;01;722;7;3;76;27;7;0;0;3
8924;12.01.2016;16:00:00;16;Dienstag;01;1243;7;2.5;73.5;30.5;2;0;0;3
8925;12.01.2016;17:00:00;17;Dienstag;01;2588;7;2;73.5;36;7;0;0;3
8926;12.01.2016;18:00:00;18;Dienstag;01;2239;7;2;76;35;2;0;0;3
8927;12.01.2016;19:00:00;19;Dienstag;01;1274;7;2;76;38;7;0;0;3
8928;12.01.2016;20:00:00;20;Dienstag;01;811;7;3;76;29;7;0;0;3
8929;12.01.2016;21:00:00;21;Dienstag;01;541;6.5;2;78.5;32.5;7;0;0;3
8930;12.01.2016;22:00:00;22;Dienstag;01;338;6;1.5;81;28;7;0;0;3
8931;12.01.2016;23:00:00;23;Dienstag;01;188;6;1.5;78.5;26;7;0;0;3
8932;13.01.2016;00:00:00;00;Mittwoch;01;123;6;2;78.5;24;4;0;0;3
8933;13.01.2016;01:00:00;01;Mittwoch;01;49;6;2;78.5;24;3;0;0;3
8934;13.01.2016;02:00:00;02;Mittwoch;01;40;6;1.5;76;28;3;0;0;3
8935;13.01.2016;03:00:00;03;Mittwoch;01;22;6;2;73.5;24;3;0;0;3
8936;13.01.2016;04:00:00;04;Mittwoch;01;39;5.5;1;70.5;25;3;0;0;3
8937;13.01.2016;05:00:00;05;Mittwoch;01;100;5;1;70;21;1;0;0;3
8938;13.01.2016;06:00:00;06;Mittwoch;01;622;4;0;75;20;1;0;0;3
8939;13.01.2016;07:00:00;07;Mittwoch;01;1979;4;0;75;22;1;0;0;3
8940;13.01.2016;08:00:00;08;Mittwoch;01;4054;4;0;75;20.5;1;0;0;3
8941;13.01.2016;09:00:00;09;Mittwoch;01;2060;5;1;73;19.5;1;0;0;3
8942;13.01.2016;10:00:00;10;Mittwoch;01;874;6;2.5;71;19.5;1;0;0;3
8943;13.01.2016;11:00:00;11;Mittwoch;01;726;6;3;66;16;1;0;0;3
8944;13.01.2016;12:00:00;12;Mittwoch;01;919;6.5;3.5;63.5;17;1;0;0;3
8945;13.01.2016;13:00:00;13;Mittwoch;01;959;7;4.5;59;16;1;0;0;3
8946;13.01.2016;14:00:00;14;Mittwoch;01;910;7;4;59;17;1;0;0;3
8947;13.01.2016;15:00:00;15;Mittwoch;01;922;7;5;59;11;1;0;0;3
8948;13.01.2016;16:00:00;16;Mittwoch;01;1262;6.5;4;63.5;12;1;0;0;3
8949;13.01.2016;17:00:00;17;Mittwoch;01;2818;6;3.5;66;12;1;0;0;3
8950;13.01.2016;18:00:00;18;Mittwoch;01;2688;6;3;71;14;1;0;0;3
8951;13.01.2016;19:00:00;19;Mittwoch;01;1523;6;3;76;16;1;0;0;3
8952;13.01.2016;20:00:00;20;Mittwoch;01;876;6;3;78.5;14;1;0;0;3
8953;13.01.2016;21:00:00;21;Mittwoch;01;480;6.5;3.5;76;15;7;0;0;3
8954;13.01.2016;22:00:00;22;Mittwoch;01;317;6;3.5;81;13;7;0;0;3
8955;13.01.2016;23:00:00;23;Mittwoch;01;224;6;3;81;14;7;0;0;3
8956;14.01.2016;00:00:00;00;Donnerstag;01;72;6;3;81;17;7;0;0;3
8957;14.01.2016;01:00:00;01;Donnerstag;01;53;6;2.5;87;18.5;7;0;0;3
8958;14.01.2016;02:00:00;02;Donnerstag;01;45;5;1;87;19.5;7;0;0;3
8959;14.01.2016;03:00:00;03;Donnerstag;01;33;5;1;84;19;2;0;0;3
8960;14.01.2016;04:00:00;04;Donnerstag;01;42;4;0;87;19;2;0;0;3
8961;14.01.2016;05:00:00;05;Donnerstag;01;88;3.5;-0.5;87;18;2;0;0;3
8962;14.01.2016;06:00:00;06;Donnerstag;01;542;3;-2;87;20;2;0;0;3
8963;14.01.2016;07:00:00;07;Donnerstag;01;1841;3;-1.5;87;19.5;1;0;0;3
8964;14.01.2016;08:00:00;08;Donnerstag;01;4039;3.5;-0.5;84;18;2;0;0;3
8965;14.01.2016;09:00:00;09;Donnerstag;01;1593;4;-1;81;26;7;0;0;3
8966;14.01.2016;10:00:00;10;Donnerstag;01;721;4.5;0.5;78.5;22;3;0;0;3
8967;14.01.2016;11:00:00;11;Donnerstag;01;617;5;-0.5;76;33.5;3;0;0;3
8968;14.01.2016;12:00:00;12;Donnerstag;01;727;5;0;78.5;31;7;0;0;3
8969;14.01.2016;13:00:00;13;Donnerstag;01;766;5;0;73;32;3;0;0;3
8970;14.01.2016;14:00:00;14;Donnerstag;01;691;6;1;66;30.5;3;0;0;3
8971;14.01.2016;15:00:00;15;Donnerstag;01;771;5;-0.5;61;32.5;3;0;0;3
8972;14.01.2016;16:00:00;16;Donnerstag;01;1182;5;0;61;32.5;2;0;0;3
8973;14.01.2016;17:00:00;17;Donnerstag;01;2514;5;0;53;30.5;2;0;0;3
8974;14.01.2016;18:00:00;18;Donnerstag;01;2427;4;-2;56;36;1;0;0;3
8975;14.01.2016;19:00:00;19;Donnerstag;01;1355;4;-1;56;29;1;0;0;3
8976;14.01.2016;20:00:00;20;Donnerstag;01;837;4;-1.5;58.5;32;1;0;0;3
8977;14.01.2016;21:00:00;21;Donnerstag;01;536;4;-1;61;30.5;1;0;0;3
8978;14.01.2016;22:00:00;22;Donnerstag;01;402;4;-1;61;27;1;0;0;3
8979;14.01.2016;23:00:00;23;Donnerstag;01;292;4;-1;61;29;1;0;0;3
8980;15.01.2016;00:00:00;00;Freitag;01;135;4;-1;67.5;26;1;0;0;3
8981;15.01.2016;01:00:00;01;Freitag;01;78;3.5;-1.5;72.5;24;1;0;0;3
8982;15.01.2016;02:00:00;02;Freitag;01;52;3;-2;75;24;1;0;0;3
8983;15.01.2016;03:00:00;03;Freitag;01;34;3;-2;75;26;2;0;0;3
8984;15.01.2016;04:00:00;04;Freitag;01;36;3;-2;81;23;2;0;0;3
8985;15.01.2016;05:00:00;05;Freitag;01;86;3;-2;75;24;2;0;0;3
8986;15.01.2016;06:00:00;06;Freitag;01;499;3;-2;75;23;2;0;0;3
8987;15.01.2016;07:00:00;07;Freitag;01;1657;3;-1.5;78;20.5;2;0;0;3
8988;15.01.2016;08:00:00;08;Freitag;01;3590;3;-1.5;75;19.5;2;0;0;3
8989;15.01.2016;09:00:00;09;Freitag;01;1857;3;-2;75;22;2;0;0;3
8990;15.01.2016;10:00:00;10;Freitag;01;816;4;-0.5;67.5;23;2;0;0;3
8991;15.01.2016;11:00:00;11;Freitag;01;743;4.5;0;65.5;25;2;0;0;3
8992;15.01.2016;12:00:00;12;Freitag;01;993;5.5;1.5;55;25;1;0;0;3
8993;15.01.2016;13:00:00;13;Freitag;01;1033;6;2;53;24;1;0;0;3
8994;15.01.2016;14:00:00;14;Freitag;01;961;6;2;57;26;2;0;0;3
8995;15.01.2016;15:00:00;15;Freitag;01;1024;6;2;55;23;2;0;0;3
8996;15.01.2016;16:00:00;16;Freitag;01;1315;5;2;63.5;16;2;0;0;3
8997;15.01.2016;17:00:00;17;Freitag;01;2484;5;1.5;66;18;1;0;0;3
8998;15.01.2016;18:00:00;18;Freitag;01;1984;4;0;72.5;19.5;1;0;0;3
8999;15.01.2016;19:00:00;19;Freitag;01;1135;4;0;75;17;1;0;0;3
9000;15.01.2016;20:00:00;20;Freitag;01;726;4;0;72.5;21;1;0;0;3
9001;15.01.2016;21:00:00;21;Freitag;01;479;4;0;70;18;1;0;0;3
9002;15.01.2016;22:00:00;22;Freitag;01;365;3.5;0;78;14;2;0;0;3
9003;15.01.2016;23:00:00;23;Freitag;01;364;3;0;81;13;1;0;0;3
9004;16.01.2016;00:00:00;00;Samstag;01;300;3;-1;81;15;1;0;1;3
9005;16.01.2016;01:00:00;01;Samstag;01;231;3;-1;81;16;3;0;1;3
9006;16.01.2016;02:00:00;02;Samstag;01;151;3;0;81;11;3;0;1;3
9007;16.01.2016;03:00:00;03;Samstag;01;96;2.5;-0.5;81;10;3;0;1;3
9008;16.01.2016;04:00:00;04;Samstag;01;75;2;-0.5;81;8.5;1;0;1;3
9009;16.01.2016;05:00:00;05;Samstag;01;59;2;-0.5;75;8.5;1;0;1;3
9010;16.01.2016;06:00:00;06;Samstag;01;82;2;-1;75;10;1;0;1;3
9011;16.01.2016;07:00:00;07;Samstag;01;159;2;-1;75;10;1;0;1;3
9012;16.01.2016;08:00:00;08;Samstag;01;407;2;-0.5;75;9;1;0;1;3
9013;16.01.2016;09:00:00;09;Samstag;01;671;2;-1;75;10;1;0;1;3
9014;16.01.2016;10:00:00;10;Samstag;01;941;3;0.5;70;10;2;0;1;3
9015;16.01.2016;11:00:00;11;Samstag;01;1215;4;1;70;12;1;0;1;3
9016;16.01.2016;12:00:00;12;Samstag;01;1495;4;1;70;11;1;0;1;3
9017;16.01.2016;13:00:00;13;Samstag;01;1613;5;2;66;12;1;0;1;3
9018;16.01.2016;14:00:00;14;Samstag;01;1595;5;2;68;12;1;0;1;3
9019;16.01.2016;15:00:00;15;Samstag;01;1488;5;2;66;12;1;0;1;3
9020;16.01.2016;16:00:00;16;Samstag;01;1293;4;2;70;8;1;0;1;3
9021;16.01.2016;17:00:00;17;Samstag;01;1018;3;1;75;7;1;0;1;3
9022;16.01.2016;18:00:00;18;Samstag;01;907;3.5;0.5;75;10;1;0;1;3
9023;16.01.2016;19:00:00;19;Samstag;01;772;3;2.5;78;5;1;0;1;3
9024;16.01.2016;20:00:00;20;Samstag;01;618;3;2;81;6;1;0;1;3
9025;16.01.2016;21:00:00;21;Samstag;01;445;3;3;81;2;7;0;1;3
9026;16.01.2016;22:00:00;22;Samstag;01;256;3;1;81;7;7;0;1;3
9027;16.01.2016;23:00:00;23;Samstag;01;204;2.5;0;84;7.5;7;0;1;3
9028;17.01.2016;00:00:00;00;Sonntag;01;226;2;1;87;5;7;0;1;3
9029;17.01.2016;01:00:00;01;Sonntag;01;184;2;1;87;3.5;7;0;1;3
9030;17.01.2016;02:00:00;02;Sonntag;01;115;2;2;87;0;26;0;1;3
9031;17.01.2016;03:00:00;03;Sonntag;01;71;1;-1;93;6.5;26;0;1;3
9032;17.01.2016;04:00:00;04;Sonntag;01;36;1;-2;93;9;26;0;1;3
9033;17.01.2016;05:00:00;05;Sonntag;01;47;1;0;93;5.5;26;0;1;3
9034;17.01.2016;06:00:00;06;Sonntag;01;50;2;0;84;6.5;26;0;1;3
9035;17.01.2016;07:00:00;07;Sonntag;01;96;2;0;84;7;26;0;1;3
9036;17.01.2016;08:00:00;08;Sonntag;01;195;2;0;87;6.5;1;0;1;3
9037;17.01.2016;09:00:00;09;Sonntag;01;396;2;1;87;5.5;1;0;1;3
9038;17.01.2016;10:00:00;10;Sonntag;01;698;2.5;0.5;84;6.5;4;0;1;3
9039;17.01.2016;11:00:00;11;Sonntag;01;879;3;0.5;81;8;4;0;1;3
9040;17.01.2016;12:00:00;12;Sonntag;01;1074;4;2;75;8;3;0;1;3
9041;17.01.2016;13:00:00;13;Sonntag;01;1162;4;2;75;9;3;0;1;3
9042;17.01.2016;14:00:00;14;Sonntag;01;1073;4;2;81;7;3;0;1;3
9043;17.01.2016;15:00:00;15;Sonntag;01;1117;4;1.5;81;10;3;0;1;3
9044;17.01.2016;16:00:00;16;Sonntag;01;948;4;1;81;11;2;0;1;3
9045;17.01.2016;17:00:00;17;Sonntag;01;786;4;0.5;75;15;2;0;1;3
9046;17.01.2016;18:00:00;18;Sonntag;01;760;4;1;70;14;1;0;1;3
9047;17.01.2016;19:00:00;19;Sonntag;01;581;4;0.5;65;16;1;0;1;3
9048;17.01.2016;20:00:00;20;Sonntag;01;436;4;1;67.5;14;1;0;1;3
9049;17.01.2016;21:00:00;21;Sonntag;01;337;4;1;70;14;2;0;1;3
