instant;date;time;hr;weekdays;month;cnt;t1;t2;hum;wind_speed;weather_code;is_holiday;is_weekend;season
9535;2016-02-07;03:00:00;3;Sonntag;2;128;7;4;78.5;18.5;1;0;1;3
9536;2016-02-07;04:00:00;4;Sonntag;2;95;7;4;76;19.5;1;0;1;3
9537;2016-02-07;05:00:00;5;Sonntag;2;59;7;4;76;17;1;0;1;3
9538;2016-02-07;06:00:00;6;Sonntag;2;75;6;2;76;22;1;0;1;3
9539;2016-02-07;07:00:00;7;Sonntag;2;155;6;2;76;23;2;0;1;3
9540;2016-02-07;08:00:00;8;Sonntag;2;268;6.5;2.5;73.5;25;1;0;1;3
9541;2016-02-07;09:00:00;9;Sonntag;2;610;7.5;3.5;68.5;29;1;0;1;3
9542;2016-02-07;10:00:00;10;Sonntag;2;1035;9;5;60;32;2;0;1;3
9543;2016-02-07;11:00:00;11;Sonntag;2;1324;10;6;58;38;3;0;1;3
9544;2016-02-07;12:00:00;12;Sonntag;2;1568;10;6;56;36;2;0;1;3
9545;2016-02-07;13:00:00;13;Sonntag;2;1684;10;6;54;35;2;0;1;3
9546;2016-02-07;14:00:00;14;Sonntag;2;1644;9.5;6.5;62;24;2;0;1;3
9547;2016-02-07;15:00:00;15;Sonntag;2;1401;10;7;54;30;2;0;1;3
9548;2016-02-07;16:00:00;16;Sonntag;2;1156;9.5;5.5;56;32;2;0;1;3
9549;2016-02-07;17:00:00;17;Sonntag;2;858;9;5;66;31.5;2;0;1;3
9550;2016-02-07;18:00:00;18;Sonntag;2;562;8;4;76;30;7;0;1;3
9551;2016-02-07;19:00:00;19;Sonntag;2;287;8;4;82;31;7;0;1;3
9552;2016-02-07;20:00:00;20;Sonntag;2;211;8.5;4;82;38;7;0;1;3
9553;2016-02-07;21:00:00;21;Sonntag;2;196;10;6;82;39;7;0;1;3
9554;2016-02-07;22:00:00;22;Sonntag;2;91;10;6;85;32;26;0;1;3
9555;2016-02-08;06:00:00;6;Montag;2;494;8;4;66;32;2;0;0;3
9556;2016-02-08;07:00:00;7;Montag;2;1707;8;4;62;33;2;0;0;3
9557;2016-02-08;08:00:00;8;Montag;2;3577;9;5;58;36;2;0;0;3
9558;2016-02-08;09:00:00;9;Montag;2;1697;9.5;5;58;38.5;2;0;0;3
9559;2016-02-08;10:00:00;10;Montag;2;671;10;6;56;46;3;0;0;3
9560;2016-02-08;11:00:00;11;Montag;2;625;10;6;56;47;3;0;0;3
9561;2016-02-08;12:00:00;12;Montag;2;612;9.5;5;64.5;49.5;7;0;0;3
9562;2016-02-08;13:00:00;13;Montag;2;490;9;4.5;73.5;44.5;7;0;0;3
9563;2016-02-08;14:00:00;14;Montag;2;527;9.5;4.5;69;46.5;7;0;0;3
9564;2016-02-08;15:00:00;15;Montag;2;556;9;4;71;56;7;0;0;3
9565;2016-02-08;16:00:00;16;Montag;2;964;9;4;66;51;3;0;0;3
9566;2016-02-08;17:00:00;17;Montag;2;2212;9;4;71;43.5;7;0;0;3
9567;2016-02-08;18:00:00;18;Montag;2;2336;9.5;5;62;46;3;0;0;3
9568;2016-02-08;19:00:00;19;Montag;2;1256;9;4;62;43.5;3;0;0;3
9569;2016-02-08;20:00:00;20;Montag;2;736;8;4;62;33;2;0;0;3
9570;2016-02-08;21:00:00;21;Montag;2;456;8;3.5;62;36;3;0;0;3
9571;2016-02-08;22:00:00;22;Montag;2;384;8;3.5;57;36;3;0;0;3
9572;2016-02-08;23:00:00;23;Montag;2;197;7;3;61;27;2;0;0;3
9573;2016-02-09;00:00:00;0;Dienstag;2;110;7;3;66;24;2;0;0;3
9574;2016-02-09;01:00:00;1;Dienstag;2;55;7;3;66;26;2;0;0;3
9575;2016-02-09;02:00:00;2;Dienstag;2;37;6.5;2.5;68.5;22;2;0;0;3
9576;2016-02-09;03:00:00;3;Dienstag;2;12;6;2;71;24;3;0;0;3
9577;2016-02-09;04:00:00;4;Dienstag;2;34;6;3;66;15.5;1;0;0;3
9578;2016-02-09;05:00:00;5;Dienstag;2;95;6;4.5;71;7.5;1;0;0;3
9579;2016-02-09;06:00:00;6;Dienstag;2;580;6;4;73.5;9;3;0;0;3
9580;2016-02-09;07:00:00;7;Dienstag;2;1800;7;4.5;71;14;3;0;0;3
9581;2016-02-09;08:00:00;8;Dienstag;2;3851;6;3.5;81;12;2;0;0;3
9582;2016-02-09;09:00:00;9;Dienstag;2;1895;6.5;3.5;78.5;14;2;0;0;3
9583;2016-02-09;10:00:00;10;Dienstag;2;795;7;4;68.5;17;2;0;0;3
9584;2016-02-09;11:00:00;11;Dienstag;2;687;6;2;71;21;2;0;0;3
9585;2016-02-09;12:00:00;12;Dienstag;2;985;7;3;61.5;26;2;0;0;3
9586;2016-02-09;13:00:00;13;Dienstag;2;971;7;3;57;23;2;0;0;3
9587;2016-02-09;14:00:00;14;Dienstag;2;851;8;4;50;29;2;0;0;3
9588;2016-02-09;15:00:00;15;Dienstag;2;884;7.5;3.5;51.5;27;2;0;0;3
9589;2016-02-09;16:00:00;16;Dienstag;2;1349;7;3;53;23;2;0;0;3
9590;2016-02-09;17:00:00;17;Dienstag;2;2623;6.5;2;59.5;26.5;2;0;0;3
9591;2016-02-09;18:00:00;18;Dienstag;2;2436;6;1.5;66;29.5;7;0;0;3
9592;2016-02-09;19:00:00;19;Dienstag;2;1286;5;1;76;23;2;0;0;3
9593;2016-02-09;20:00:00;20;Dienstag;2;784;5;1;78.5;24;2;0;0;3
9594;2016-02-09;21:00:00;21;Dienstag;2;554;6;2;71;24;2;0;0;3
9595;2016-02-09;22:00:00;22;Dienstag;2;394;5;0;81;26;7;0;0;3
9596;2016-02-09;23:00:00;23;Dienstag;2;240;5;0;81;26;7;0;0;3
9597;2016-02-10;00:00:00;0;Mittwoch;2;103;5.5;1.5;78.5;21;7;0;0;3
9598;2016-02-10;01:00:00;1;Mittwoch;2;76;6;2;78.5;21;7;0;0;3
9599;2016-02-10;02:00:00;2;Mittwoch;2;41;6.5;2.5;73.5;22;3;0;0;3
9600;2016-02-10;03:00:00;3;Mittwoch;2;28;6;2;76;23;3;0;0;3
9601;2016-02-10;04:00:00;4;Mittwoch;2;34;6;2;76;27;3;0;0;3
9602;2016-02-10;05:00:00;5;Mittwoch;2;87;5;1;81;24;3;0;0;3
9603;2016-02-10;06:00:00;6;Mittwoch;2;564;5.5;1.5;78.5;24;7;0;0;3
9604;2016-02-10;07:00:00;7;Mittwoch;2;1766;6;2;76;23;3;0;0;3
9605;2016-02-10;08:00:00;8;Mittwoch;2;3455;6;2;81;23;3;0;0;3
9606;2016-02-10;09:00:00;9;Mittwoch;2;1728;7;3;76;24;3;0;0;3
9607;2016-02-10;10:00:00;10;Mittwoch;2;752;7;3.5;76;21.5;3;0;0;3
9608;2016-02-10;11:00:00;11;Mittwoch;2;699;7.5;4.5;71;19;3;0;0;3
9609;2016-02-10;12:00:00;12;Mittwoch;2;908;8;5;64;19.5;3;0;0;3
9610;2016-02-10;13:00:00;13;Mittwoch;2;953;8;5.5;66;14;3;0;0;3
9611;2016-02-10;14:00:00;14;Mittwoch;2;900;9;6;62;19.5;2;0;0;3
9612;2016-02-10;15:00:00;15;Mittwoch;2;1028;9;6;62;21;3;0;0;3
9613;2016-02-10;16:00:00;16;Mittwoch;2;1373;8.5;5.5;60;20.5;2;0;0;3
9614;2016-02-10;17:00:00;17;Mittwoch;2;2691;8;5;62;17;2;0;0;3
9615;2016-02-10;18:00:00;18;Mittwoch;2;2609;7;4;66;15;1;0;0;3
9616;2016-02-10;19:00:00;19;Mittwoch;2;1543;7;5;61;11;1;0;0;3
9617;2016-02-10;20:00:00;20;Mittwoch;2;971;6;4;66;11;1;0;0;3
9618;2016-02-10;21:00:00;21;Mittwoch;2;598;5;2.5;76;10;1;0;0;3
9619;2016-02-10;22:00:00;22;Mittwoch;2;478;5;3;76;9;1;0;0;3
9620;2016-02-10;23:00:00;23;Mittwoch;2;241;4;1.5;81;9;1;0;0;3
9621;2016-02-11;00:00:00;0;Donnerstag;2;181;4;1.5;81;10;1;0;0;3
9622;2016-02-11;01:00:00;1;Donnerstag;2;68;3;0;87;10;1;0;0;3
9623;2016-02-11;02:00:00;2;Donnerstag;2;50;3;0;87;9;1;0;0;3
9624;2016-02-11;03:00:00;3;Donnerstag;2;33;3;2;87;6;1;0;0;3
9625;2016-02-11;04:00:00;4;Donnerstag;2;30;3;0.5;87;8;1;0;0;3
9626;2016-02-11;05:00:00;5;Donnerstag;2;95;3;0;87;11;1;0;0;3
9627;2016-02-11;06:00:00;6;Donnerstag;2;549;2;-1;87;10;1;0;0;3
9628;2016-02-11;07:00:00;7;Donnerstag;2;1777;2;-0.5;87;8;1;0;0;3
9629;2016-02-11;08:00:00;8;Donnerstag;2;3881;2.5;0.5;90;8.5;2;0;0;3
9630;2016-02-11;09:00:00;9;Donnerstag;2;1905;3.5;1.5;84;7.5;2;0;0;3
9631;2016-02-11;10:00:00;10;Donnerstag;2;920;5.5;4.5;73.5;6;2;0;0;3
9632;2016-02-11;11:00:00;11;Donnerstag;2;817;7.5;6;64;8;2;0;0;3
9633;2016-02-11;12:00:00;12;Donnerstag;2;1093;8;6;57;9;2;0;0;3
9634;2016-02-11;13:00:00;13;Donnerstag;2;1104;8.5;6;53.5;15;2;0;0;3
9635;2016-02-11;14:00:00;14;Donnerstag;2;1006;9;7;48;13;2;0;0;3
9636;2016-02-11;15:00:00;15;Donnerstag;2;1119;8;6;53;11;2;0;0;3
9637;2016-02-11;16:00:00;16;Donnerstag;2;1438;7.5;6;55;9;2;0;0;3
9638;2016-02-11;17:00:00;17;Donnerstag;2;2674;7.5;6;55;7.5;2;0;0;3
9639;2016-02-11;18:00:00;18;Donnerstag;2;2594;7;6;57;7;1;0;0;3
9640;2016-02-11;19:00:00;19;Donnerstag;2;1503;6.5;4.5;61.5;9;2;0;0;3
9641;2016-02-11;20:00:00;20;Donnerstag;2;840;6;4;68.5;9;2;0;0;3
9642;2016-02-11;21:00:00;21;Donnerstag;2;666;5;3;76;9;3;0;0;3
9643;2016-02-11;22:00:00;22;Donnerstag;2;494;5;3;76;8.5;2;0;0;3
9644;2016-02-11;23:00:00;23;Donnerstag;2;349;5;3;81;8.5;1;0;0;3
9645;2016-02-12;00:00:00;0;Freitag;2;171;5;4;81;6.5;1;0;0;3
9646;2016-02-12;01:00:00;1;Freitag;2;113;4.5;3;84;7.5;2;0;0;3
9647;2016-02-12;02:00:00;2;Freitag;2;70;4;2.5;87;6.5;3;0;0;3
9648;2016-02-12;03:00:00;3;Freitag;2;51;3.5;0.5;87;10;2;0;0;3
9649;2016-02-12;04:00:00;4;Freitag;2;36;4;1;87;13;3;0;0;3
9650;2016-02-12;05:00:00;5;Freitag;2;96;4;1;87;11;2;0;0;3
9651;2016-02-12;06:00:00;6;Freitag;2;506;3;0;93;12;2;0;0;3
9652;2016-02-12;07:00:00;7;Freitag;2;1574;3.5;0;93;15;1;0;0;3
9653;2016-02-12;08:00:00;8;Freitag;2;3501;4.5;1.5;90;14;2;0;0;3
9654;2016-02-12;09:00:00;9;Freitag;2;1905;6;3;84;18;3;0;0;3
9655;2016-02-12;10:00:00;10;Freitag;2;856;5;1;84;19.5;3;0;0;3
9656;2016-02-12;11:00:00;11;Freitag;2;820;5;2;81;15;3;0;0;3
9657;2016-02-12;12:00:00;12;Freitag;2;1077;5;1.5;81;17.5;3;0;0;3
9658;2016-02-12;13:00:00;13;Freitag;2;1028;5;2;81;17;3;0;0;3
9659;2016-02-12;14:00:00;14;Freitag;2;914;5.5;2;78.5;18;3;0;0;3
9660;2016-02-12;15:00:00;15;Freitag;2;1003;6;2.5;76;20.5;3;0;0;3
9661;2016-02-12;16:00:00;16;Freitag;2;1425;6;2;76;21;3;0;0;3
9662;2016-02-12;17:00:00;17;Freitag;2;2484;6;3;76;15;3;0;0;3
9663;2016-02-12;18:00:00;18;Freitag;2;1999;5.5;2.5;78.5;13;3;0;0;3
9664;2016-02-12;19:00:00;19;Freitag;2;1182;5;2.5;81;10;3;0;0;3
9665;2016-02-12;20:00:00;20;Freitag;2;705;5;3;87;7;3;0;0;3
9666;2016-02-12;21:00:00;21;Freitag;2;493;5;3;84;8;3;0;0;3
9667;2016-02-12;22:00:00;22;Freitag;2;409;4.5;2.5;87;8;1;0;0;3
9668;2016-02-12;23:00:00;23;Freitag;2;401;3.5;1;90;10;1;0;0;3
9669;2016-02-13;00:00:00;0;Samstag;2;317;3;1.5;93;6.5;1;0;1;3
9670;2016-02-13;01:00:00;1;Samstag;2;264;3;2;90;5.5;1;0;1;3
9671;2016-02-13;02:00:00;2;Samstag;2;159;2;0.5;90;7.5;1;0;1;3
9672;2016-02-13;03:00:00;3;Samstag;2;136;2;0.5;90;6.5;2;0;1;3
9673;2016-02-13;04:00:00;4;Samstag;2;101;3;-0.5;87;14;1;0;1;3
9674;2016-02-13;05:00:00;5;Samstag;2;52;2.5;-1.5;90;17;2;0;1;3
9675;2016-02-13;06:00:00;6;Samstag;2;76;3.5;-1.5;87;23;2;0;1;3
9676;2016-02-13;07:00:00;7;Samstag;2;178;4;-1;87;27;3;0;1;3
9677;2016-02-13;08:00:00;8;Samstag;2;365;4;-1;87;29;7;0;1;3
9678;2016-02-13;09:00:00;9;Samstag;2;600;5;0;76;30;3;0;1;3
9679;2016-02-13;10:00:00;10;Samstag;2;738;5;0;81;31;7;0;1;3
9680;2016-02-13;11:00:00;11;Samstag;2;625;5;0;81;29.5;7;0;1;3
9681;2016-02-13;12:00:00;12;Samstag;2;702;5;0;87;30;7;0;1;3
9682;2016-02-13;13:00:00;13;Samstag;2;825;5;0;84;29;7;0;1;3
9683;2016-02-13;14:00:00;14;Samstag;2;819;5;0.5;81;25;7;0;1;3
9684;2016-02-13;15:00:00;15;Samstag;2;834;5.5;1.5;78.5;23;7;0;1;3
9685;2016-02-13;16:00:00;16;Samstag;2;728;5;1.5;81;18;26;0;1;3
9686;2016-02-13;17:00:00;17;Samstag;2;573;5;2;87;14;7;0;1;3
9687;2016-02-13;18:00:00;18;Samstag;2;484;5;2;87;14;7;0;1;3
9688;2016-02-13;19:00:00;19;Samstag;2;411;5;2;87;13;7;0;1;3
9689;2016-02-13;20:00:00;20;Samstag;2;274;5;2;87;14;7;0;1;3
9690;2016-02-13;21:00:00;21;Samstag;2;232;5;2;87;12;7;0;1;3
9691;2016-02-13;22:00:00;22;Samstag;2;183;5;2;84;13;7;0;1;3
9692;2016-02-13;23:00:00;23;Samstag;2;193;4.5;1.5;84;11;7;0;1;3
9693;2016-02-14;00:00:00;0;Sonntag;2;209;4;2;87;8;7;0;1;3
9694;2016-02-14;01:00:00;1;Sonntag;2;137;4;2;90;8;7;0;1;3
9695;2016-02-14;02:00:00;2;Sonntag;2;95;4;2;93;7;7;0;1;3
9696;2016-02-14;03:00:00;3;Sonntag;2;92;4;2;90;7;7;0;1;3
9697;2016-02-14;04:00:00;4;Sonntag;2;51;4;2;87;7;7;0;1;3
9698;2016-02-14;05:00:00;5;Sonntag;2;49;3.5;0.5;87;12;1;0;1;3
9699;2016-02-14;06:00:00;6;Sonntag;2;66;3;0;87;11;1;0;1;3
9700;2016-02-14;07:00:00;7;Sonntag;2;119;4;1;81;13;1;0;1;3
9701;2016-02-14;08:00:00;8;Sonntag;2;227;4;1;81;15;1;0;1;3
9702;2016-02-14;09:00:00;9;Sonntag;2;481;4.5;1;78.5;18;3;0;1;3
9703;2016-02-14;10:00:00;10;Sonntag;2;849;5.5;1.5;73.5;21;2;0;1;3
9704;2016-02-14;11:00:00;11;Sonntag;2;1271;6;2;71;23;2;0;1;3
9705;2016-02-14;12:00:00;12;Sonntag;2;1389;6.5;2.5;59;24;3;0;1;3
9706;2016-02-14;13:00:00;13;Sonntag;2;1443;6.5;2.5;59;21;3;0;1;3
9707;2016-02-14;14:00:00;14;Sonntag;2;1409;6.5;3;57;20;3;0;1;3
9708;2016-02-14;15:00:00;15;Sonntag;2;1332;6;2;57;22;2;0;1;3
9709;2016-02-14;16:00:00;16;Sonntag;2;1310;5;1;55;19.5;2;0;1;3
9710;2016-02-14;17:00:00;17;Sonntag;2;992;5;1;53;22;1;0;1;3
9711;2016-02-14;18:00:00;18;Sonntag;2;670;4;0;56;20;1;0;1;3
9712;2016-02-14;19:00:00;19;Sonntag;2;507;4;0;61;18;1;0;1;3
9713;2016-02-14;20:00:00;20;Sonntag;2;367;4;0;63;21;2;0;1;3
9714;2016-02-14;21:00:00;21;Sonntag;2;257;3;-1;70;17;2;0;1;3
9715;2016-02-14;22:00:00;22;Sonntag;2;235;3;-1;75;15;7;0;1;3
9716;2016-02-14;23:00:00;23;Sonntag;2;140;2.5;-1.5;78;14;2;0;1;3
9717;2016-02-15;00:00:00;0;Montag;2;99;2;-2.5;81;18;3;0;0;3
9718;2016-02-15;01:00:00;1;Montag;2;65;2;-2.5;81;18;1;0;0;3
9719;2016-02-15;02:00:00;2;Montag;2;39;2;-3;81;20.5;26;0;0;3
9720;2016-02-15;03:00:00;3;Montag;2;18;2;-2.5;81;18;2;0;0;3
9721;2016-02-15;04:00:00;4;Montag;2;24;1.5;-2.5;84;14;1;0;0;3
9722;2016-02-15;05:00:00;5;Montag;2;88;1;-2.5;87;13;1;0;0;3
9723;2016-02-15;06:00:00;6;Montag;2;453;1.5;-2.5;84;16;3;0;0;3
9724;2016-02-15;07:00:00;7;Montag;2;1506;2;-2.5;87;18.5;3;0;0;3
9725;2016-02-15;08:00:00;8;Montag;2;3352;3;-1.5;81;21.5;2;0;0;3
9726;2016-02-15;09:00:00;9;Montag;2;1741;3.5;-1;78;21;3;0;0;3
9727;2016-02-15;10:00:00;10;Montag;2;704;4;0;70;22;2;0;0;3
9728;2016-02-15;11:00:00;11;Montag;2;662;4.5;-0.5;68;25;2;0;0;3
9729;2016-02-15;12:00:00;12;Montag;2;860;5.5;1.5;68;23;3;0;0;3
9730;2016-02-15;13:00:00;13;Montag;2;902;6;3;59;18;3;0;0;3
9731;2016-02-15;14:00:00;14;Montag;2;869;6.5;3;59;19.5;3;0;0;3
9732;2016-02-15;15:00:00;15;Montag;2;978;6.5;3.5;59;18.5;2;0;0;3
9733;2016-02-15;16:00:00;16;Montag;2;1182;6;3;61;15;2;0;0;3
9734;2016-02-15;17:00:00;17;Montag;2;2683;5.5;2.5;66;14;2;0;0;3
9735;2016-02-15;18:00:00;18;Montag;2;2462;5;2;70;13;2;0;0;3
9736;2016-02-15;19:00:00;19;Montag;2;1356;5;2;70;13;2;0;0;3
9737;2016-02-15;20:00:00;20;Montag;2;752;4;1.5;81;10;2;0;0;3
9738;2016-02-15;21:00:00;21;Montag;2;469;3.5;1;84;8;1;0;0;3
9739;2016-02-15;22:00:00;22;Montag;2;329;3;1;84;7.5;1;0;0;3
9740;2016-02-15;23:00:00;23;Montag;2;196;2.5;1;87;6.5;1;0;0;3
9741;2016-02-16;00:00:00;0;Dienstag;2;93;2;2;87;4;1;0;0;3
9742;2016-02-16;01:00:00;1;Dienstag;2;57;1;0;93;5;2;0;0;3
9743;2016-02-16;02:00:00;2;Dienstag;2;33;1;1;93;0;1;0;0;3
9744;2016-02-16;03:00:00;3;Dienstag;2;12;0.5;-0.5;90;5;1;0;0;3
9745;2016-02-16;04:00:00;4;Dienstag;2;22;1;0;87;5;1;0;0;3
9746;2016-02-16;05:00:00;5;Dienstag;2;93;0;0;93;2;1;0;0;3
9747;2016-02-16;06:00:00;6;Dienstag;2;526;0;0;93;2;1;0;0;3
9748;2016-02-16;07:00:00;7;Dienstag;2;1740;0;-2;93;6;1;0;0;3
9749;2016-02-16;08:00:00;8;Dienstag;2;3552;1;-1;87;7;1;0;0;3
9750;2016-02-16;09:00:00;9;Dienstag;2;1731;2.5;0;84;8;1;0;0;3
9751;2016-02-16;10:00:00;10;Dienstag;2;856;4.5;4;75.5;5;1;0;0;3
9752;2016-02-16;11:00:00;11;Dienstag;2;827;6.5;4;66;13;2;0;0;3
9753;2016-02-16;12:00:00;12;Dienstag;2;1063;7;4;53;17;2;0;0;3
9754;2016-02-16;13:00:00;13;Dienstag;2;1092;7.5;4.5;55;18;2;0;0;3
9755;2016-02-16;14:00:00;14;Dienstag;2;1004;8;5;53;16;2;0;0;3
9756;2016-02-16;15:00:00;15;Dienstag;2;1146;7.5;4.5;53;18.5;2;0;0;3
9757;2016-02-16;16:00:00;16;Dienstag;2;1457;6.5;3.5;59;19.5;2;0;0;3
9758;2016-02-16;17:00:00;17;Dienstag;2;2765;6;3.5;61;13;1;0;0;3
9759;2016-02-16;18:00:00;18;Dienstag;2;2488;5.5;3;65.5;11;1;0;0;3
9760;2016-02-16;19:00:00;19;Dienstag;2;1538;5;2.5;70;10;1;0;0;3
9761;2016-02-16;20:00:00;20;Dienstag;2;885;4;1.5;81;9;1;0;0;3
9762;2016-02-16;21:00:00;21;Dienstag;2;675;3.5;1;84;10;1;0;0;3
9763;2016-02-16;22:00:00;22;Dienstag;2;464;3.5;1;84;10;3;0;0;3
9764;2016-02-16;23:00:00;23;Dienstag;2;267;4;2;75;8;2;0;0;3
9765;2016-02-17;00:00:00;0;Mittwoch;2;125;4;2;75;9;4;0;0;3
9766;2016-02-17;01:00:00;1;Mittwoch;2;57;3;0;81;11;3;0;0;3
9767;2016-02-17;02:00:00;2;Mittwoch;2;37;3;0;81;10;2;0;0;3
9768;2016-02-17;03:00:00;3;Mittwoch;2;27;3;0;78;10;3;0;0;3
9769;2016-02-17;04:00:00;4;Mittwoch;2;26;3;1;75;7;3;0;0;3
9770;2016-02-17;05:00:00;5;Mittwoch;2;94;3;1;75;7;3;0;0;3
9771;2016-02-17;06:00:00;6;Mittwoch;2;529;2;-1;84;9;2;0;0;3
9772;2016-02-17;07:00:00;7;Mittwoch;2;1814;3;0;75;11;2;0;0;3
9773;2016-02-17;08:00:00;8;Mittwoch;2;3635;3.5;1;75;8;2;0;0;3
9774;2016-02-17;09:00:00;9;Mittwoch;2;1654;5.5;2.5;65.5;12;3;0;0;3
9775;2016-02-17;10:00:00;10;Mittwoch;2;830;6;2;61;22;3;0;0;3
9776;2016-02-17;11:00:00;11;Mittwoch;2;716;6.5;2.5;57;21;3;0;0;3
9777;2016-02-17;12:00:00;12;Mittwoch;2;970;7;4;57;19;2;0;0;3
9778;2016-02-17;13:00:00;13;Mittwoch;2;922;7;4;63.5;18;3;0;0;3
9779;2016-02-17;14:00:00;14;Mittwoch;2;831;7;4;66;17;4;0;0;3
9780;2016-02-17;15:00:00;15;Mittwoch;2;899;6.5;3.5;73.5;17;3;0;0;3
9781;2016-02-17;16:00:00;16;Mittwoch;2;1081;6;3;76;15;4;0;0;3
9782;2016-02-17;17:00:00;17;Mittwoch;2;1860;6;4;81;11;7;0;0;3
9783;2016-02-17;18:00:00;18;Mittwoch;2;1283;5.5;3;90;11;7;0;0;3
9784;2016-02-17;19:00:00;19;Mittwoch;2;675;5;2.5;93;10;7;0;0;3
9785;2016-02-17;20:00:00;20;Mittwoch;2;328;5;2.5;90;10;7;0;0;3
9786;2016-02-17;21:00:00;21;Mittwoch;2;273;5;2.5;90;10;7;0;0;3
9787;2016-02-17;22:00:00;22;Mittwoch;2;207;5;3;87;9;7;0;0;3
9788;2016-02-17;23:00:00;23;Mittwoch;2;161;5;2;87;13;7;0;0;3
9789;2016-02-18;00:00:00;0;Donnerstag;2;88;5;2;87;16;7;0;0;3
9790;2016-02-18;01:00:00;1;Donnerstag;2;59;5;1.5;87;16;7;0;0;3
9791;2016-02-18;02:00:00;2;Donnerstag;2;23;4.5;1.5;90;15;7;0;0;3
9792;2016-02-18;03:00:00;3;Donnerstag;2;28;4.5;1.5;90;14;7;0;0;3
9793;2016-02-18;04:00:00;4;Donnerstag;2;26;4;0.5;90;17;7;0;0;3
9794;2016-02-18;05:00:00;5;Donnerstag;2;88;4;1;87;14;7;0;0;3
9795;2016-02-18;06:00:00;6;Donnerstag;2;479;4;1;87;12;3;0;0;3
9796;2016-02-18;07:00:00;7;Donnerstag;2;1634;4;1;87;12;3;0;0;3
9797;2016-02-18;08:00:00;8;Donnerstag;2;3380;4;1;87;14;3;0;0;3
9798;2016-02-18;09:00:00;9;Donnerstag;2;1772;5;2;84;15;3;0;0;3
9799;2016-02-18;10:00:00;10;Donnerstag;2;868;5.5;2.5;76;16;2;0;0;3
9800;2016-02-18;11:00:00;11;Donnerstag;2;781;6.5;3.5;66;17;2;0;0;3
9801;2016-02-18;12:00:00;12;Donnerstag;2;1026;7;4;61;16;2;0;0;3
9802;2016-02-18;13:00:00;13;Donnerstag;2;1004;7;4;57;18;2;0;0;3
9803;2016-02-18;14:00:00;14;Donnerstag;2;957;8;5;53;15;2;0;0;3
9804;2016-02-18;15:00:00;15;Donnerstag;2;1071;7.5;5;53.5;14;2;0;0;3
9805;2016-02-18;16:00:00;16;Donnerstag;2;1469;7;4;51;15;2;0;0;3
9806;2016-02-18;17:00:00;17;Donnerstag;2;2616;7;5;51;11;1;0;0;3
9807;2016-02-18;18:00:00;18;Donnerstag;2;2456;5.5;4;61.5;6.5;1;0;0;3
9808;2016-02-18;19:00:00;19;Donnerstag;2;1357;5.5;4.5;53;6.5;1;0;0;3
9809;2016-02-18;20:00:00;20;Donnerstag;2;870;4.5;2.5;63;9;1;0;0;3
9810;2016-02-18;21:00:00;21;Donnerstag;2;616;4;2;65;9;2;0;0;3
9811;2016-02-18;22:00:00;22;Donnerstag;2;466;4;2;67.5;8;1;0;0;3
9812;2016-02-18;23:00:00;23;Donnerstag;2;383;3.5;0.5;72.5;11;1;0;0;3
9813;2016-02-19;00:00:00;0;Freitag;2;172;3;0;81;13;1;0;0;3
9814;2016-02-19;01:00:00;1;Freitag;2;96;3;-0.5;81;12;1;0;0;3
9815;2016-02-19;02:00:00;2;Freitag;2;63;3;0;81;10;1;0;0;3
9816;2016-02-19;03:00:00;3;Freitag;2;51;2;-1;87;9.5;1;0;0;3
9817;2016-02-19;04:00:00;4;Freitag;2;41;2;-1.5;87;12;1;0;0;3
9818;2016-02-19;05:00:00;5;Freitag;2;89;2;-0.5;87;8;1;0;0;3
9819;2016-02-19;06:00:00;6;Freitag;2;421;2;-1;87;11;1;0;0;3
9820;2016-02-19;07:00:00;7;Freitag;2;1406;2;-0.5;87;8;1;0;0;3
9821;2016-02-19;08:00:00;8;Freitag;2;3214;3.5;1;81;9;1;0;0;3
9822;2016-02-19;09:00:00;9;Freitag;2;1764;6;3;73.5;14;1;0;0;3
9823;2016-02-19;10:00:00;10;Freitag;2;957;7.5;4.5;68.5;19.5;2;0;0;3
9824;2016-02-19;11:00:00;11;Freitag;2;959;8;4.5;66;23;2;0;0;3
9825;2016-02-19;12:00:00;12;Freitag;2;1256;9;5.5;60;26;2;0;0;3
9826;2016-02-19;13:00:00;13;Freitag;2;1259;8.5;5;66.5;24.5;7;0;0;3
9827;2016-02-19;14:00:00;14;Freitag;2;1131;10;7;60;22;3;0;0;3
9828;2016-02-19;15:00:00;15;Freitag;2;1095;9;5.5;68.5;26;7;0;0;3
9829;2016-02-19;16:00:00;16;Freitag;2;1288;8.5;5;73.5;23;7;0;0;3
9830;2016-02-19;17:00:00;17;Freitag;2;2318;8;4;82;25;3;0;0;3
9831;2016-02-19;18:00:00;18;Freitag;2;1768;8;4;87;27;7;0;0;3
9832;2016-02-19;19:00:00;19;Freitag;2;1045;8;4;87;33;3;0;0;3
9833;2016-02-19;20:00:00;20;Freitag;2;634;8.5;4.5;84.5;30.5;3;0;0;3
9834;2016-02-19;21:00:00;21;Freitag;2;451;9;5;84.5;30;3;0;0;3
9835;2016-02-19;22:00:00;22;Freitag;2;341;9;5;87;29;3;0;0;3
9836;2016-02-19;23:00:00;23;Freitag;2;354;9.5;6.5;87.5;24;3;0;0;3
